Timestamp,Arbitration_ID,DLC,Data,Class
1597707841.083675,4F1,4,80 2B 60 01,Normal
1597707841.083919,541,8,03 04 41 80 C0 00 00 04,Normal
1597707841.08485,329,8,D6 C5 7E 0C 31 2F 04 10,Normal
1597707841.085402,220,8,0D 04 80 00 00 F9 0F A0,Normal
1597707841.085638,153,8,20 80 10 FF 00 FF 30 DE,Normal
1597707841.086762,492,8,40 FE 0F 00 00 00 00 C4,Normal
1597707841.087544,340,8,00 00 00 24 E6 01 9D 30,Normal
1597707841.087717,485,4,02 00 00 00,Normal
1597707841.0887,130,8,E8 7F 64 80 00 00 01 A2,Normal
1597707841.08894,140,8,68 80 00 6F 20 00 01 52,Normal
1597707841.09033,164,4,00 08 12 5C,Normal
1597707841.090563,251,8,03 04 55 D3 00 02 48 80,Normal
1597707841.090767,2B0,6,FF FF 00 07 25 4E,Normal
1597707841.090991,386,8,57 42 54 C2 57 42 58 C2,Normal
1597707841.091203,366,7,33 8A 12 33 1D 12 01,Normal
1597707841.091449,356,8,00 00 00 80 24 00 00 00,Normal
1597707841.091714,367,8,00 00 00 00 05 00 90 12,Normal
1597707841.091926,368,8,00 13 39 00 03 8A 12 46,Normal
1597707841.092174,4C9,8,00 00 00 00 00 00 00 00,Normal
1597707841.093908,48A,8,00 00 21 41 02 02 20 B4,Normal
1597707841.094608,260,8,06 33 16 30 FF D2 A3 5B,Normal
1597707841.094857,58B,8,12 00 00 00 00 00 00 00,Normal
1597707841.095315,329,8,D6 C5 7E 0C 31 2F 04 10,Normal
1597707841.095555,153,8,20 80 10 FF 00 FF 40 EE,Normal
1597707841.095795,220,8,0B 04 81 00 00 01 10 B8,Normal
1597707841.096039,47F,8,00 AA FF FA 00 78 00 EF,Normal
1597707841.096286,48C,8,4C 20 02 00 00 00 00 00,Normal
1597707841.096692,38D,8,00 00 49 00 F0 7F FE 51,Normal
1597707841.096926,420,8,30 1E 00 C8 FC 4F 6A 00,Normal
1597707841.097164,421,8,FE 07 00 FF E3 7F 00 9E,Normal
1597707841.097411,389,8,00 00 00 20 00 00 0E 00,Normal
1597707841.097649,340,8,00 00 00 24 F6 01 85 30,Normal
1597707841.098706,130,8,DC 7F 70 80 00 00 02 61,Normal
1597707841.098946,140,8,2C 80 00 6E 20 00 02 5F,Normal
1597707841.100424,381,8,80 00 40 00 00 AC 96 05,Normal
1597707841.100593,164,4,00 08 14 12,Normal
1597707841.100829,251,8,00 04 56 A2 00 00 38 80,Normal
1597707841.101032,2B0,6,FF FF 00 07 16 23,Normal
1597707841.101279,356,8,00 00 00 80 24 00 00 00,Normal
1597707841.101491,366,7,33 90 12 33 1D 12 01,Normal
1597707841.101742,367,8,00 00 00 00 05 00 9E 12,Normal
1597707841.101969,368,8,00 13 39 00 03 8A 12 46,Normal
1597707841.102204,387,8,C5 91 C5 89 00 AE 0A 00,Normal
1597707841.102448,391,8,00 00 00 00 00 00 01 1E,Normal
1597707841.102688,394,8,00 C0 00 00 0A 24 13 98,Normal
1597707841.102866,453,5,00 88 8F 00 45,Normal
1597707841.103103,470,8,15 41 05 04 54 50 54 FD,Normal
1597707841.103265,4F1,4,A0 2B 60 11,Normal
1597707841.103507,50C,8,00 0E 00 07 06 10 00 62,Normal
1597707841.103747,52A,8,16 00 00 00 02 00 16 A6,Normal
1597707841.103991,544,8,FF 77 FF FF 00 00 00 00,Normal
1597707841.104221,260,8,06 33 16 30 FF D2 A3 6A,Normal
1597707841.104464,553,8,00 01 19 02 01 00 80 00,Normal
1597707841.104696,329,8,D6 C5 7E 0C 31 2F 04 10,Normal
1597707841.104862,5B0,4,E3 14 00 00,Normal
1597707841.105111,5CD,8,00 00 00 00 00 00 00 00,Normal
1597707841.105411,220,8,0B 64 81 00 00 F3 0F CB,Normal
1597707841.105649,153,8,20 80 10 FF 00 FF 50 FE,Normal
1597707841.105821,507,4,00 00 00 01,Normal
1597707841.107631,340,8,00 00 00 24 06 01 0D 30,Normal
1597707841.108714,130,8,D8 7F 68 80 00 00 03 8C,Normal
1597707841.108952,140,8,F8 7F 00 6F 20 00 03 79,Normal
1597707841.110399,490,8,00 00 08 21 00 C0 3C 5F,Normal
1597707841.110564,164,4,00 08 16 28,Normal
1597707841.110801,251,8,FF 03 57 46 00 00 28 80,Normal
1597707841.111011,2B0,6,FF FF 00 07 07 F3,Normal
1597707841.111223,366,7,33 90 12 33 1D 12 01,Normal
1597707841.111467,367,8,00 00 00 00 05 00 99 12,Normal
1597707841.111733,368,8,00 13 39 00 03 90 12 46,Normal
1597707841.111937,386,8,58 82 57 C2 56 82 58 82,Normal
1597707841.112185,44E,8,00 00 00 00 00 00 00 00,Normal
1597707841.112431,356,8,00 00 00 80 24 00 00 00,Normal
1597707841.112679,49F,8,7F FF 00 00 00 03 00 00,Normal
1597707841.112931,520,8,00 00 00 00 00 00 00 00,Normal
1597707841.113194,572,8,00 00 00 00 00 00 00 00,Normal
1597707841.114176,260,8,06 33 16 30 FF D2 A3 79,Normal
1597707841.114844,329,8,D6 C5 7E 0C 31 2F 04 10,Normal
1597707841.115388,47F,8,00 AB FF FA 00 78 00 A9,Normal
1597707841.115626,153,8,20 80 10 FF 00 FF 60 0E,Normal
1597707841.115863,220,8,0C 84 80 00 00 ED 0F D5,Normal
1597707841.116705,38D,8,00 00 49 00 80 7F FE 19,Normal
1597707841.116953,483,8,13 00 00 00 00 00 00 00,Normal
1597707841.117187,420,8,40 1E 00 C8 FC 4F 6A 00,Normal
1597707841.117426,421,8,FE 07 00 FF E3 7F 00 70,Normal
1597707841.117666,340,8,00 00 00 24 16 01 15 30,Normal
1597707841.117912,50A,8,0A 00 00 00 00 00 00 00,Normal
1597707841.118162,389,8,00 00 00 20 00 00 E0 00,Normal
1597707841.118731,130,8,F4 7F 74 80 00 00 04 27,Normal
1597707841.118967,140,8,E4 7F 00 6E 20 00 04 B5,Normal
1597707841.120422,381,8,80 F0 3F 00 00 AD DA 05,Normal
1597707841.12059,164,4,00 08 18 8E,Normal
1597707841.120825,251,8,FE 03 58 84 00 FE 17 80,Normal
1597707841.121036,2B0,6,FF FF 00 07 F8 37,Normal
1597707841.121282,356,8,00 00 00 80 24 00 00 00,Normal
1597707841.121493,366,7,33 A2 12 33 1D 12 01,Normal
1597707841.121744,367,8,00 00 00 00 05 00 A0 12,Normal
1597707841.121973,368,8,00 13 3B 00 03 90 12 46,Normal
1597707841.122199,387,8,CA 96 CA 8E 00 C3 0B 00,Normal
1597707841.122444,391,8,00 00 00 00 00 00 02 39,Normal
1597707841.122688,394,8,00 E0 00 00 0B 24 10 98,Normal
1597707841.122866,453,5,00 88 8F 00 75,Normal
1597707841.123102,470,8,15 41 01 04 54 50 54 41,Normal
1597707841.123266,4F1,4,A0 2B 60 21,Normal
1597707841.123519,559,8,00 00 00 00 00 00 00 00,Normal
1597707841.123841,260,8,06 33 16 30 FF D2 A5 4A,Normal
1597707841.124695,329,8,0F C5 7E 0C 31 2F 04 10,Normal
1597707841.125403,220,8,0B A4 7F 00 00 EB 0F E1,Normal
1597707841.125642,153,8,20 80 10 FF 00 FF 70 1E,Normal
1597707841.127548,340,8,00 00 00 24 26 01 3D 30,Normal
1597707841.128724,130,8,FC 7F 38 80 00 00 05 B5,Normal
1597707841.128963,140,8,24 80 00 6E 20 00 05 DE,Normal
1597707841.130333,164,4,00 08 1A B4,Normal
1597707841.13057,251,8,FC 03 59 D8 00 FD 17 80,Normal
1597707841.130779,2B0,6,FF FF 00 07 E9 E7,Normal
1597707841.131005,386,8,5C C2 59 C2 58 82 59 82,Normal
1597707841.131218,366,7,33 A8 12 33 1D 12 01,Normal
1597707841.131464,356,8,00 00 00 80 24 00 00 00,Normal
1597707841.131744,367,8,00 00 00 00 05 00 A4 12,Normal
1597707841.131947,368,8,00 13 3E 00 03 A2 12 46,Normal
1597707841.132119,436,4,00 00 00 04,Normal
1597707841.132365,410,8,60 12 40 00 01 00 00 00,Normal
1597707841.133147,260,8,06 33 16 30 FF D2 A5 59,Normal
1597707841.13454,329,8,0F C5 7E 0C 31 2F 04 10,Normal
1597707841.135396,47F,8,00 AC FF FA 00 78 00 66,Normal
1597707841.135634,153,8,20 80 10 FF 00 FF 80 2E,Normal
1597707841.135872,220,8,0D 64 7F 00 00 F9 0F F1,Normal
1597707841.136115,492,8,40 FE 0F 00 00 00 00 88,Normal
1597707841.136695,38D,8,00 00 49 00 88 7F FE 15,Normal
1597707841.136929,420,8,50 1E 00 C8 FC 4F 6A 00,Normal
1597707841.137165,421,8,FE 07 00 FF E3 7F 00 61,Normal
1597707841.137409,389,8,00 00 00 20 00 00 D1 00,Normal
1597707841.137648,340,8,00 00 00 24 36 01 25 30,Normal
1597707841.137888,484,8,1F 01 A6 5B 00 00 FC 3E,Normal
1597707841.138061,485,4,02 00 00 00,Normal
1597707841.138735,130,8,F0 7F F0 7F 00 00 06 44,Normal
1597707841.138971,140,8,4C 80 00 6E 20 00 06 9A,Normal
1597707841.140419,381,8,80 D8 3F 00 00 AE 2C 05,Normal
1597707841.140653,251,8,FA 03 5A 3A 00 FC 17 80,Normal
1597707841.140821,164,4,00 08 1C FA,Normal
1597707841.141028,2B0,6,FF FF 00 07 DA 8A,Normal
1597707841.141274,356,8,00 00 00 80 24 00 00 00,Normal
1597707841.141486,366,7,33 A8 12 33 1D 12 01,Normal
1597707841.141734,367,8,00 00 00 00 05 00 B5 12,Normal
1597707841.141967,368,8,00 13 41 00 03 A8 12 46,Normal
1597707841.142201,387,8,CF 9B CF 93 00 D8 0C 00,Normal
1597707841.142445,391,8,00 00 00 00 00 00 03 24,Normal
1597707841.142688,394,8,00 00 00 00 10 24 18 98,Normal
1597707841.142935,412,8,80 00 00 0C 10 00 00 00,Normal
1597707841.143115,453,5,00 88 8F 00 65,Normal
1597707841.14335,470,8,15 41 05 04 54 50 54 45,Normal
1597707841.143514,4F1,4,80 2B 60 31,Normal
1597707841.143762,50E,8,00 00 00 20 0A 00 00 00,Normal
1597707841.144023,568,8,00 00 00 8C 80 00 00 00,Normal
1597707841.144265,48A,8,00 00 41 41 02 02 20 EA,Normal
1597707841.144529,260,8,06 33 16 30 FF D2 A3 6A,Normal
1597707841.145211,329,8,0F C5 7E 0C 31 2F 04 10,Normal
1597707841.145452,153,8,20 80 10 FF 00 FF 90 3E,Normal
1597707841.14569,220,8,05 64 80 00 00 FD 0F 0C,Normal
1597707841.145938,58B,8,12 00 00 00 00 00 00 00,Normal
1597707841.147556,340,8,00 00 00 24 46 01 6D 30,Normal
1597707841.147799,42D,8,00 00 00 00 00 D0 07 FA,Normal
1597707841.148046,53E,8,00 00 00 00 08 85 00 00,Normal
1597707841.148741,130,8,E0 7F EC 7F 00 00 07 CC,Normal
1597707841.14898,140,8,EC 7F 00 6E 20 00 07 40,Normal
1597707841.150348,164,4,00 08 1E C0,Normal
1597707841.150586,251,8,F8 03 5B 5B 00 FA 07 80,Normal
1597707841.150792,2B0,6,FF FF 00 07 CB 5A,Normal
1597707841.151022,386,8,5A 02 5A 02 56 42 56 C2,Normal
1597707841.151234,366,7,33 C2 12 33 1D 12 01,Normal
1597707841.151481,356,8,00 00 00 80 24 00 00 00,Normal
1597707841.151751,367,8,00 00 00 00 05 00 C8 12,Normal
1597707841.151961,368,8,00 13 44 00 03 A8 12 46,Normal
1597707841.152204,4CB,8,80 0A 00 00 00 00 00 00,Normal
1597707841.152451,53B,8,00 00 00 00 00 00 00 00,Normal
1597707841.152702,5A6,8,00 00 00 00 00 00 00 00,Normal
1597707841.153954,260,8,06 33 16 30 FF D2 A3 79,Normal
1597707841.154624,329,8,0F C5 7E 0C 31 2F 04 10,Normal
1597707841.155395,47F,8,00 AD FF FA 00 78 00 20,Normal
1597707841.155633,153,8,20 80 10 FF 00 FF A0 4E,Normal
1597707841.155871,220,8,FC 03 81 00 00 F7 0F 1F,Normal
1597707841.156704,38D,8,00 00 49 00 90 7F FE 01,Normal
1597707841.156936,420,8,60 1E 00 C8 FC 4F 6A 00,Normal
1597707841.157172,421,8,FE 07 00 FF E3 7F 00 52,Normal
1597707841.157414,389,8,00 00 00 20 00 00 C2 00,Normal
1597707841.157656,340,8,00 00 00 24 56 01 75 30,Normal
1597707841.158745,130,8,D4 7F CC 7F 00 00 08 09,Normal
1597707841.158983,140,8,E0 7F 00 6E 20 00 08 40,Normal
1597707841.16042,381,8,80 C8 3F 00 00 AF 74 05,Normal
1597707841.160658,251,8,F7 03 5C 80 00 F9 07 80,Normal
1597707841.160828,164,4,00 08 00 AB,Normal
1597707841.161034,2B0,6,FF FF 00 07 BC 50,Normal
1597707841.161281,356,8,00 00 00 80 24 00 00 00,Normal
1597707841.161492,366,7,33 C2 12 33 1D 12 01,Normal
1597707841.161742,367,8,00 00 00 00 05 00 C4 12,Normal
1597707841.161969,368,8,00 13 48 00 03 C2 12 46,Normal
1597707841.162199,387,8,D4 A0 D4 98 00 ED 0D 00,Normal
1597707841.16245,391,8,00 00 00 00 00 00 04 77,Normal
1597707841.16269,394,8,00 20 00 00 0B 24 1C 98,Normal
1597707841.162868,453,5,00 88 8F 00 95,Normal
1597707841.163102,470,8,15 41 01 04 54 50 54 49,Normal
1597707841.16334,490,8,00 00 08 21 00 D0 3C EB,Normal
1597707841.163588,4A9,8,00 00 00 00 00 00 00 00,Normal
1597707841.163752,4F1,4,A0 2B 60 41,Normal
1597707841.164003,53F,8,00 00 00 00 00 00 00 00,Normal
1597707841.164331,260,8,06 33 17 30 FF D2 A3 4B,Normal
1597707841.164941,329,8,0F C5 7E 0C 31 2F 04 10,Normal
1597707841.16539,220,8,FC 83 7F 00 00 EF 0F 25,Normal
1597707841.16563,153,8,20 80 10 FF 00 FF B0 5E,Normal
1597707841.167636,340,8,00 00 00 24 66 01 5D 30,Normal
1597707841.168753,130,8,00 80 F4 7F 00 00 09 EA,Normal
1597707841.168996,140,8,30 80 00 6F 20 00 09 0F,Normal
1597707841.169228,495,8,00 00 61 0A 1D 02 87 6E,Normal
1597707841.169937,500,8,01 07 00 00 0C 00 03 E8,Normal
1597707841.170329,164,4,00 08 02 91,Normal
1597707841.170561,251,8,F5 03 5D 7F 00 F7 F7 7F,Normal
1597707841.170767,2B0,6,FF FF 00 07 AD 80,Normal
1597707841.170995,386,8,56 42 58 02 57 82 58 82,Normal
1597707841.171212,366,7,33 CC 12 33 1D 12 01,Normal
1597707841.171455,356,8,00 00 00 80 21 00 00 00,Normal
1597707841.171727,367,8,00 00 00 00 05 00 BF 12,Normal
1597707841.171931,368,8,00 13 4B 00 03 C2 12 46,Normal
1597707841.172175,479,8,4A 00 00 00 00 00 00 00,Normal
1597707841.174033,260,8,06 33 17 30 FF D2 A3 5A,Normal
1597707841.174717,329,8,0F C5 7E 0C 31 2F 04 10,Normal
1597707841.175395,47F,8,00 AE FF FA 00 78 00 EA,Normal
1597707841.175636,153,8,20 80 10 FF 00 FF C0 6E,Normal
1597707841.175872,220,8,F8 43 7F 00 00 E9 0F 3B,Normal
1597707841.176704,38D,8,00 00 49 00 98 7F FE 0D,Normal
1597707841.176938,420,8,70 1E 00 C8 FC 4F 6A 00,Normal
1597707841.177178,421,8,FE 07 00 FF E3 7F 00 43,Normal
1597707841.17742,389,8,00 00 00 20 00 00 B3 00,Normal
1597707841.177657,340,8,00 00 00 24 76 01 45 30,Normal
1597707841.178758,130,8,E4 7F 04 80 00 00 0A 88,Normal
1597707841.178994,140,8,44 80 00 6F 20 00 0A 49,Normal
1597707841.180392,356,8,00 00 00 80 21 00 00 00,Normal
1597707841.180561,164,4,00 08 04 DF,Normal
1597707841.180792,251,8,F2 03 5E F8 00 F5 E7 7F,Normal
1597707841.180997,2B0,6,FF FF 00 07 9E ED,Normal
1597707841.181209,366,7,33 D0 12 33 1D 12 01,Normal
1597707841.181449,367,8,00 00 00 00 05 00 B9 12,Normal
1597707841.181712,368,8,00 13 4F 00 03 CC 12 46,Normal
1597707841.181927,381,8,80 A8 3F 00 00 B0 1B 05,Normal
1597707841.182158,387,8,D9 A5 D9 9D 00 02 0E 00,Normal
1597707841.182402,391,8,00 00 00 00 00 00 05 6A,Normal
1597707841.182642,394,8,00 40 00 00 09 24 1C 98,Normal
1597707841.182814,436,4,00 00 00 04,Normal
1597707841.182995,453,5,00 88 8F 00 85,Normal
1597707841.183233,470,8,15 01 04 04 50 50 54 8D,Normal
1597707841.183397,4F1,4,80 2B 60 51,Normal
1597707841.183641,541,8,03 04 41 80 C0 00 00 04,Normal
1597707841.184165,260,8,06 33 17 30 FF D2 A3 69,Normal
1597707841.184828,329,8,4A C5 7E 0C 31 2F 04 10,Normal
1597707841.185402,220,8,FD 83 80 00 00 FF 0F 47,Normal
1597707841.185645,153,8,20 80 10 FF 00 FF D0 7E,Normal
1597707841.186742,492,8,40 FE 0F 00 00 00 00 4C,Normal
1597707841.187561,340,8,00 00 00 24 86 01 CD 30,Normal
1597707841.187733,485,4,02 00 00 00,Normal
1597707841.188766,130,8,08 80 24 80 00 00 0B F6,Normal
1597707841.189006,140,8,38 80 00 6E 20 00 0B 7A,Normal
1597707841.190336,164,4,00 08 06 E5,Normal
1597707841.190571,251,8,F0 03 5F A7 00 F4 E7 7F,Normal
1597707841.190775,2B0,6,FF FF 00 07 8F 3D,Normal
1597707841.191018,356,8,00 00 00 80 21 00 00 00,Normal
1597707841.191231,366,7,33 D0 12 33 1D 12 01,Normal
1597707841.191472,367,8,00 00 00 00 05 00 C3 12,Normal
1597707841.191735,368,8,00 13 53 00 03 D0 12 46,Normal
1597707841.191939,386,8,59 82 59 02 54 82 56 82,Normal
1597707841.193584,48A,8,00 00 61 41 02 02 20 2B,Normal
1597707841.19463,58B,8,12 00 00 00 00 00 00 00,Normal
1597707841.19486,260,8,06 33 17 30 FF D3 A3 77,Normal
1597707841.195345,329,8,4A C5 7E 0C 31 2F 04 10,Normal
1597707841.195589,47F,8,00 AF FF FA 00 78 00 AC,Normal
1597707841.19583,153,8,20 80 10 FF 00 FF E0 8E,Normal
1597707841.196065,220,8,FF E3 80 00 00 F1 0F 5B,Normal
1597707841.196706,38D,8,00 00 49 00 A0 7F FE 29,Normal
1597707841.196946,420,8,80 1E 00 C8 FC 4F 6A 00,Normal
1597707841.197184,421,8,FE 07 00 FF E3 7F 00 34,Normal
1597707841.19743,389,8,00 00 00 20 00 00 A4 00,Normal
1597707841.197667,340,8,00 00 00 24 96 01 D5 30,Normal
1597707841.198772,130,8,00 80 4C 80 00 00 0C 5E,Normal
1597707841.19901,140,8,6C 80 00 6E 20 00 0C 27,Normal
1597707841.200431,381,8,80 98 3F 00 00 B1 6B 05,Normal
1597707841.200596,164,4,00 08 08 43,Normal
1597707841.200828,251,8,EF 03 60 2F 00 F3 F7 7F,Normal
1597707841.201032,2B0,6,00 00 00 07 70 B0,Normal
1597707841.201277,356,8,00 00 00 80 21 00 00 00,Normal
1597707841.201491,366,7,33 C8 12 33 1D 12 01,Normal
1597707841.201737,367,8,00 00 00 00 05 00 CD 12,Normal
1597707841.201969,368,8,00 13 56 00 03 D0 12 46,Normal
1597707841.202201,387,8,DE AA DE A2 00 08 00 00,Normal
1597707841.202446,391,8,00 00 00 00 00 00 06 4D,Normal
1597707841.20269,394,8,00 60 00 00 08 24 1B 98,Normal
1597707841.202868,453,5,00 88 8F 00 B5,Normal
1597707841.203104,470,8,15 41 05 04 54 50 54 51,Normal
1597707841.203334,260,8,06 33 17 30 FF D3 A3 4A,Normal
1597707841.203499,4F1,4,80 2B 60 61,Normal
1597707841.203739,50C,8,00 0E 00 07 06 10 00 72,Normal
1597707841.204671,329,8,4A C5 7E 0C 31 2F 04 10,Normal
1597707841.205417,220,8,03 A4 80 00 00 03 10 63,Normal
1597707841.205658,153,8,20 80 10 FF 00 FF 00 AE,Normal
1597707841.20583,507,4,00 00 00 01,Normal
1597707841.207569,340,8,00 00 00 24 A6 01 FD 30,Normal
1597707841.207806,484,8,23 01 92 58 00 00 FC 3E,Normal
1597707841.208775,130,8,08 80 3C 80 00 00 0D 21,Normal
1597707841.209015,140,8,F4 80 00 6E 20 00 0D F0,Normal
1597707841.210395,490,8,00 00 08 21 00 E0 3C 2A,Normal
1597707841.210562,164,4,00 08 0A 79,Normal
1597707841.210792,251,8,EF 03 61 45 00 F3 F7 7F,Normal
1597707841.210999,2B0,6,00 00 00 07 61 60,Normal
1597707841.211212,366,7,33 C8 12 33 1D 12 01,Normal
1597707841.211457,367,8,00 00 00 00 05 00 BE 12,Normal
1597707841.211715,368,8,00 13 58 00 03 C8 12 46,Normal
1597707841.21192,386,8,59 C2 59 02 56 42 5A C2,Normal
1597707841.212179,356,8,00 00 00 80 21 00 00 00,Normal
1597707841.212468,520,8,00 00 00 00 00 00 00 00,Normal
1597707841.213976,260,8,06 33 17 30 FF D3 A3 59,Normal
1597707841.21468,329,8,4A C5 7E 0C 31 2F 04 10,Normal
1597707841.215406,47F,8,00 B0 FF FA 00 78 00 7D,Normal
1597707841.215645,153,8,20 80 10 FF 00 FF 10 BE,Normal
1597707841.215881,220,8,08 84 81 00 00 FF 0F 72,Normal
1597707841.216705,38D,8,00 00 49 00 A8 7F FE 25,Normal
1597707841.216939,420,8,90 1E 00 C8 FC 4F 6A 00,Normal
1597707841.217177,421,8,FE 07 00 FF E3 7F 00 25,Normal
1597707841.21742,389,8,00 00 00 20 00 00 95 00,Normal
1597707841.217659,340,8,00 00 00 24 B6 01 E5 30,Normal
1597707841.218785,130,8,18 80 50 80 00 00 0E 23,Normal
1597707841.219021,140,8,B8 80 00 6E 20 00 0E B2,Normal
1597707841.220399,356,8,00 00 00 80 21 00 00 00,Normal
1597707841.220567,164,4,00 08 0C 37,Normal
1597707841.2208,251,8,ED 03 62 83 00 F1 C7 7F,Normal
1597707841.221006,2B0,6,00 00 00 07 52 0D,Normal
1597707841.221216,366,7,33 C6 12 33 1D 12 01,Normal
1597707841.221458,367,8,00 00 00 00 05 00 B8 12,Normal
1597707841.221729,368,8,00 13 5A 00 03 C8 12 46,Normal
1597707841.221937,381,8,80 90 3F 00 00 B2 B5 05,Normal
1597707841.222169,387,8,E3 AF E3 A7 00 1D 01 00,Normal
1597707841.222414,391,8,00 00 00 00 00 00 07 50,Normal
1597707841.222654,394,8,00 80 00 00 0B 24 16 98,Normal
1597707841.222832,453,5,00 88 8F 00 A5,Normal
1597707841.223068,470,8,15 41 01 04 54 50 54 55,Normal
1597707841.223232,4F1,4,A0 2B 60 71,Normal
1597707841.22399,260,8,06 32 17 30 FF D3 A3 69,Normal
1597707841.224673,329,8,4A C5 7E 0C 31 2F 04 10,Normal
1597707841.225415,220,8,06 A4 83 00 00 03 10 89,Normal
1597707841.225655,153,8,20 80 10 FF 00 FF 20 CE,Normal
1597707841.22766,340,8,00 00 00 24 C6 01 AD 30,Normal
1597707841.22879,130,8,28 80 24 80 00 00 0F ED,Normal
1597707841.229031,140,8,38 80 00 6E 20 00 0F 0E,Normal
1597707841.230335,164,4,00 08 0E 0D,Normal
1597707841.230563,251,8,EE 03 63 43 00 F2 F7 7F,Normal
1597707841.230767,2B0,6,00 00 00 07 43 DD,Normal
1597707841.231011,356,8,00 00 00 80 21 00 00 00,Normal
1597707841.231226,366,7,33 C4 12 32 1D 12 01,Normal
1597707841.231466,367,8,00 00 00 00 05 00 AF 12,Normal
1597707841.231735,368,8,00 13 5B 00 03 C6 12 46,Normal
1597707841.231928,386,8,5A 02 5A 42 57 02 56 C2,Normal
1597707841.232099,436,4,00 00 00 04,Normal
1597707841.233227,260,8,06 32 17 30 FF D3 A3 78,Normal
1597707841.234609,329,8,4A C5 7E 0C 31 2F 04 10,Normal
1597707841.235401,47F,8,00 B1 FF FA 00 78 00 3B,Normal
1597707841.235638,153,8,20 80 10 FF 00 FF 30 DE,Normal
1597707841.235876,220,8,08 A4 82 00 00 0B 10 90,Normal
1597707841.236122,492,8,40 FE 0F 00 00 00 00 00,Normal
1597707841.236713,38D,8,00 00 49 00 B0 7F FE 31,Normal
1597707841.236946,420,8,A0 1E 00 C8 FC 4F 6A 00,Normal
1597707841.237185,421,8,FE 07 00 FF E3 7F 00 16,Normal
1597707841.237429,389,8,00 00 00 20 00 00 86 00,Normal
1597707841.237669,340,8,00 00 00 24 D6 01 B5 30,Normal
1597707841.237841,485,4,02 00 00 00,Normal
1597707841.238802,130,8,18 80 24 80 00 00 00 80,Normal
1597707841.23904,140,8,50 80 00 6E 20 00 00 D6,Normal
1597707841.240422,381,8,80 98 3F 00 00 B3 F3 05,Normal
1597707841.240593,164,4,00 08 10 66,Normal
1597707841.240831,251,8,EF 03 64 BC 00 F3 07 80,Normal
1597707841.241039,2B0,6,00 00 00 07 34 D7,Normal
1597707841.241283,356,8,00 00 00 80 21 00 00 00,Normal
1597707841.241498,366,7,33 C4 12 32 1D 12 01,Normal
1597707841.241746,367,8,00 00 00 00 05 00 B2 12,Normal
1597707841.241974,368,8,00 13 5B 00 03 C4 12 46,Normal
1597707841.242204,387,8,E8 B4 E8 AC 00 32 02 00,Normal
1597707841.242452,391,8,00 00 00 00 00 00 08 EB,Normal
1597707841.242692,394,8,00 A0 00 00 09 24 16 98,Normal
1597707841.242872,453,5,00 88 8F 00 D4,Normal
1597707841.243107,470,8,15 41 05 04 54 50 54 59,Normal
1597707841.243271,4F1,4,E0 2B 60 81,Normal
1597707841.243518,568,8,00 00 00 8C 80 00 00 00,Normal
1597707841.243756,48A,8,00 00 81 41 02 02 20 56,Normal
1597707841.244484,260,8,06 32 17 30 FF D3 A1 4D,Normal
1597707841.244732,58B,8,12 00 00 00 00 00 00 00,Normal
1597707841.24514,329,8,85 C5 7E 0C 31 2F 04 10,Normal
1597707841.245395,220,8,03 A4 80 00 00 13 10 A3,Normal
1597707841.245635,153,8,20 80 10 FF 00 FF 40 EE,Normal
1597707841.247363,593,6,00 00 FF FF FF FF,Normal
1597707841.247599,340,8,00 00 00 24 E6 01 9D 30,Normal
1597707841.247842,42D,8,00 00 00 00 00 D0 07 FA,Normal
1597707841.24809,53E,8,00 00 00 00 08 85 00 00,Normal
1597707841.248804,130,8,18 80 58 80 00 00 01 EF,Normal
1597707841.249044,140,8,9C 80 00 6E 20 00 01 0F,Normal
1597707841.250337,164,4,00 08 12 5C,Normal
1597707841.250571,251,8,EF 03 65 F0 00 F3 F7 7F,Normal
1597707841.250779,2B0,6,00 00 00 07 25 07,Normal
1597707841.251005,386,8,58 42 59 42 5A 82 5A 82,Normal
1597707841.251418,356,8,00 00 00 80 21 00 00 00,Normal
1597707841.251632,366,7,33 B0 12 32 1D 12 01,Normal
1597707841.251875,367,8,00 00 00 00 05 00 B5 12,Normal
1597707841.252109,368,8,00 13 5B 00 03 C4 12 46,Normal
1597707841.253105,260,8,06 32 17 30 FF D3 A1 5C,Normal
1597707841.254475,329,8,85 C5 7E 0C 31 2F 04 10,Normal
1597707841.255395,47F,8,00 B2 FF FA 00 78 00 F1,Normal
1597707841.255633,153,8,20 80 10 FF 00 FF 50 FE,Normal
1597707841.255872,220,8,03 04 81 00 00 0B 10 BA,Normal
1597707841.256712,38D,8,00 00 49 00 B8 7F FE 3D,Normal
1597707841.256944,420,8,B0 1E 00 C8 FC 4F 6A 00,Normal
1597707841.257182,421,8,FE 07 00 FF E3 7F 00 07,Normal
1597707841.257425,389,8,00 00 00 20 00 00 77 00,Normal
1597707841.257663,340,8,00 00 00 24 F6 01 85 30,Normal
1597707841.258812,130,8,00 80 20 80 00 00 02 64,Normal
1597707841.259048,140,8,58 80 00 6F 20 00 02 A3,Normal
1597707841.260426,381,8,80 90 3F 00 00 B4 00 05,Normal
1597707841.260659,251,8,EF 03 66 4E 00 F3 F7 7F,Normal
1597707841.260827,164,4,00 08 14 12,Normal
1597707841.261031,2B0,6,FF FF 00 07 16 23,Normal
